GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,Tier,ROUND,PICK,TEAM,POSITION1,POSITION2,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,PITCHES_TOTAL,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,GROUNDOUTS,FLYOUTS,STRIKE_BALL_PERCENTAGE,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,SWING_FOURTH,SWING_MISS_FOURTH,CHASE_FOURTH,HARD_FOURTH,PRESENT_FASTBALL_GRADE_20_80,PRESENT_CURVE_GRADE_20_80,PRESENT_SLIDER_GRADE_20_80,PRESENT_CHANGE_GRADE_20_80,PRESENT_OTHER_GRADE_20_80,PRESENT_CONTROL_GRADE_20_80,FUTURE_FASTBALL_GRADE_20_80,FUTURE_CURVE_GRADE_20_80,FUTURE_SLIDER_GRADE_20_80,FUTURE_CHANGE_GRADE_20_80,FUTURE_OTHER_GRADE_20_80,FUTURE_CONTROL_GRADE_20_80,FB_PITCH_TYPE,BB_PITCH_TYPE,THIRD_PITCH_TYPE,FOURTH_PITCH_TYPE,COMMENTS,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,AVG Grade
03/04/2018,Maynard,Jack,"Maynard, Jack",Y,4,25,738,White Sox,P,,Sr.,Keith Spalding,The University of North Carolina at Greensboro,Southern Conference,71,190,R,,Marist College,Metro Atlantic Athletic,Marist College_AT_The University of North Carolina at Greensboro_03/04/2018,0.7,,2,1,0,2,0,0,57.89,1,1,0,88,90,3,0,,0,76,77,3,1,1,0,83,86,2,2,2,0,,,,,,,50,60,60,,,40,50,50,60,,,60,,,,,,781,1723,67,8093,49
04/22/2018,Montemayor,Troy,"Montemayor, Troy",Y,4,25,753,Cardinals,CL,,Sr.,Caleb Watkins,Baylor University,Big 12,71,160,R,R,Texas Christian University,Big 12,Texas Christian University_AT_Baylor University_04/22/2018,1,,1,0,0,0,2,0,64.3,0,1,0,88,90,3,1,0,1,79,80,2,0,0,1,79,83,1,0,1,0,,,,,,,45,,40,45,,50,50,,40,50,,55,,,,,,2132,182,46,3622,45
04/13/2018,Boyle,Sean,"Boyle, Sean",Y,4,25,757,Yankees,P,,Sr.,Caleb Watkins,Dallas Baptist University,Missouri Valley,73,205,R,R,Southern Illinois University,Missouri Valley,Southern Illinois University_AT_Dallas Baptist University_04/13/2018,2.67,57,4,2,0,1,4,1,68.5,3,0,1,90,92,13,4,3,3,81,83,8,4,2,0,,,,,,,,,,,,,50,,35,,,50,55,,45,,,55,,,,,,2219,63,93,8689,46
03/29/2018,Rholl,Kellen,"Rholl, Kellen",Y,4,25,763,Indians,P,,Sr.,Eric Droegemeier,Angelo State Univeristy,Lone Star Conference,75,200,L,L,Tarleton State University,Lone Star Conference,Tarleton State University_AT_Angelo State Univeristy_03/29/2018,2.6,,1,0,0,2,2,2,65,0,1,0,88,94,10,5,0,0,75,79,3,1,1,0,,,,,,,,,,,,,50,45,,,,45,60,55,,,,50,,,,,,2657,1781,60,8639,45
03/31/2018,Hill,Garrett,"Hill, Garrett",Y,4,26,765,Tigers,SP,,RS-Jr.,"McCann, Ruairi",San Diego State University,Mountain West,72,175,R,R,University of New Mexico,Mountain West,University of New Mexico_AT_San Diego State University_03/31/2018,8.33,,3,1,0,4,10,7,60.8,1,2,0,85,92,29,6,0,0,73,76,1,0,0,0,73,79,19,3,1,2,,,,,,,50,35,45,50,,40,60,45,50,55,,50,,,,,,333,269,105,2552,41
05/11/2018,Hill,Garrett,"Hill, Garrett",Y,4,26,765,Tigers,P,,RS-Jr.,"McCann, Ruairi",San Diego State University,Mountain West,72,175,R,R,San Jose State University,Mountain West,San Jose State University_AT_San Diego State University_05/12/2018,6,91,8,4,0,1,8,3,61.5,3,2,3,86,91,22,0,0,7,74,75,4,1,1,0,74,79,11,7,3,1,,,,,,,40,,30,40,,40,60,,50,60,,50,4-Seam,Slider,Changeup,,High 3/4 delivery. Fastball velocity dropped around 80 pitches.,333,305,72,3859,43
02/18/2018,Hill,Garrett,"Hill, Garrett",Y,4,26,765,Tigers,P,,RS-Jr.,Ruairi McCann,San Diego State University,Mountain West,72,175,R,R,"University of California, Santa Barbara",Big West,"University of California, Santa Barbara_AT_San Diego State University",5,,3,2,0,1,5,3,67.9,1,1,1,89,94,30,6,0,2,73,79,4,2,2,1,74,80,2,2,0,0,,,,,,,50,,45,50,,50,60,,55,60,,60,,,,,,333,114,31,,48
03/11/2018,Hill,Garrett,"Hill, Garrett",Y,4,26,765,Tigers,P,,RS-Jr.,Scott Naughton,San Diego State University,Mountain West Conference,72,175,R,R,U.S. Air Force Acadamy,Mountain West Conference,U.S. Air Force Acadamy_at_San Diego State University,6 2/3,,1,0,0,5,8,3,63,1,0,0,88,93,21,4,0,0,73,77,8,2,2,0,71,76,12,6,4,1,,,,,,,45,40,,55,,45,60,50,,60,,55,,,,,,333,69,17,1488,46
03/20/2018,Sharp,Brian,"Sharp, Brian",Y,4,26,770,Mets,P,,Jr.,Zach Tallevast,University of Missouri,Southeastern Conference,73,198,R,L,Arkansas State University,Sun Belt Conference,Arkansas State University_AT_University of Missouri_03/21/2018,3,,1,0,0,0,1,5,64.00%,0,0,1,87,92,13,0,2,1,79,85,5,3,4,0,76,80,7,4,1,1,,,,,,,50,45,,45,,45,55,50,,50,,50,,,,,,526,1355,85,2012,47
02/09/2018,LeBron,David,"LeBron, David",Y,4,26,779,Rangers,P,,Sr.,Jamie Quolas,University of Tampa,Sunshine State Conference – Div II,72,190,R,R,Georgia College,Peach Belt Conference,Georgia College_at_University Of Tampa,6,,6,2,2,2,5,3,,3,1,2,88,94,13,3,1,2,86,88,9,,1,,83,85,8,2,1,,,,,,,,50,45,45,50,,45,55,50,50,60,,60,,,,,,8,777,109,,43
03/23/2018,Coward,Connor,"Coward, Connor",Y,4,26,783,Cardinals,P,,Sr.,Gerry Leung,Virginia Tech,Atlantic Coast Conference,72,200,R,R,Boston College,Atlantic Coast Conference,Virginia Tech_AT_Boston College_03/23/2018,6,,3,4,2,5,7,5,56.57%,0,1,2,85,93,19,1,1,5,74,83,8,1,1,1,80,84,10,2,2,0,80,84,1,0,0,0,50,40,30,40,,30,60,50,35,50,,40,,,,,,1432,67,125,7586,41
04/22/2018,Rapp,Brian,"Rapp, Brian",Y,4,26,784,Twins,P,,Sr.,Gerry Leung,Boston College,Colonial Athletic Association,73,195,R,R,Florida State University,Colonial Athletic Association,Florida State University_AT_Boston College_04/22/2018,6,98,4,4,2,4,5,6,57.14,1,1,2,84,89,24,5,1,1,74,79,9,3,3,0,80,83,3,1,1,0,,,,,,,45,50,40,,,40,55,55,50,,,50,2-Seam,Curveball,Slider,,,2021,118,89,7976,45
04/01/2018,Voss,Jacob,"Voss, Jacob",Y,4,27,811,Angels,P,,So.,Robert_Lippert,Creighton University,Big East,79,265,R,R,University of Evansville,Missouri Valley,University of Evansville_AT_Creighton University,1,,2,2,,,,2,55,1,,1,84,89,8,,,,62,65,1,,,,,,,,,,,,,,,,45,40,,,,55,55,50,,,,60,,,,,,1605,625,54,3054,43
04/28/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,R,University of Michigan,Big 10,University of Michigan_AT_University of Iowa_04/28/2018,3.33,87,5,3,0,1,4,3,62.1,0,2,3,88,93,22,5,1,3,77,80,6,1,1,0,79,84,5,1,0,0,75,75,0,0,0,0,50,35,45,40,,30,60,35,50,50,,45,4-Seam,Slider,Changeup,Curveball,"Schanuel has moments where he looks downright filthy, this was not one of those times. He struggled with his command and breaking ball. His fastball sat 90-93 and showed some horizontal movement in on RHH. His slider generated some whiffs, moving away from RHH. His changeup had some sinking action, but wasn't as sharp as past outings. He threw one bad curveball that missed high. Lack of command may be due to lower body mechanics. Lacked an out pitch this game, had trouble putting away Michigan's hitters.",1089,613,22,438,44
03/17/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,L,University of Evansville,Missouri Valley Conference,University of Evansville_AT_University of Iowa,5,,1,0,0,4,5,3,58.3,1,0,0,87,93,23,3,0,1,77,79,3,1,1,0,80,83,11,5,2,1,,,,,,,55,50,,50,,45,55,50,,55,,50,,,,,,1089,536,76,1737,49
03/23/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,L,"Indiana University, Bloomington",Big 10,"Indiana University, Bloomington_AT_University of Iowa",7,,1,0,0,4,8,2,56.40%,1,0,0,86,92,25,8,2,0,74,79,1,0,0,0,80,85,10,4,1,0,,,,,,,55,45,,50,,45,60,50,,55,,50,,,,,,1089,536,76,1737,44
05/05/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,R,Oklahoma State University,Big 12,Oklahoma State University_AT_University of Iowa_05/05/2018,3.67,94,6,9,0,6,3,200.00%,54.3,0,2,4,87,92,27,9,0,5,69,75,3,2,0,0,80,84,2,0,0,1,76,80,4,3,0,0,50,35,45,40,,30,60,50,50,50,,35,4-Seam,Curveball,Changeup,Slider,,1089,61,86,4163,42
04/07/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,L,The Ohio State University,Big 10,The Ohio State University_AT_University of Iowa_04/07/2018,6,,6,3,0,4,5,5,59,2,1,3,86,92,25,9,3,4,76,79,4,1,0,0,79,85,6,0,0,0,,,,,,,50,45,,50,,30,60,45,,55,,45,,,,,,1089,1733,66,6964,43
05/19/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,210,R,R,Penn State University,Big 10,Penn State University_AT_University of Iowa_05/19/2018,1.00,8,0,0,0,0,1,1,75,0,0,0,92,95,2,0,0,0,84,84,0,0,0,0,,,,,,,,,,,,,65,35,45,40,,30,70,50,50,50,,35,4-Seam,Slider,,,"Schanuel was moved to the pen after serious command issues. I think his future lies in the pen where his above average pure stuff plays up, and command woes are less problematic. His fastball was electric sitting 93-95. He threw 2 sliders. Both of which 45s. Worth giving a shot to start, likely a future pen arm.",1089,61,86,4020,41
04/21/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Dylan_Anderson,University of Iowa,Big 10,75,210,R,R,"University of Minnesota, Twin Cities",Big 10,"University of Iowa_AT_University of Minnesota, Twin Cities_04/21/2018",2.33,76,4,2,0,3,2,0,52.6,3,1,0,87,93,24,6,0,0,80,86,8,4,2,0,80,83,3,1,1,0,74,77,1,,,,30,30,50,50,,30,40,30,50,50,,50,4-Seam,Slider,changeup,Curveball,,1089,1270,56,3548,44
05/12/2018,Schanuel,Brady,"Schanuel, Brady",Y,4,27,815,Brewers,P,,Jr.,Hugo Belisario,University of Iowa,Big Ten Conference,75,210,R,R,Northwestern University,Big Ten Conference,University of Iowa_AT_Northwestern University_05/12/2018,2.67,59,3,3,0,2,2,4,59.0,0,2,1,85,91,19,2,1,5,75,78,5,2,2,0,80,82,0,0,0,0,,,,,,,50,55,,50,,50,50,55,,50,,50,4-Seam,Slurve,Changeup,,,1089,61,17,3840,47
03/09/2018,Birlingmair,Reid,"Birlingmair, Reid",Y,4,28,833,Athletics,P,,Jr.,Robert_Frey,University of Illinois at Chicago,Horizon League,70,210,R,R,Chicago State University,Western Athletic Conference,Chicago State University_AT_University of Illinois at Chicago,5,,5,2,1,3,6,4,62.9,4,,1,87,92,24,6,,2,80,83,10,2,4,1,80,83,3,,,1,77,78,1,,,,50,40,45,40,,40,60,45,50,40,,45,,,,,,844,68,37,2981,38
03/02/2018,McGuire,Andy,"McGuire, Andy",Y,4,28,836,Blue Jays,P,,RS-Jr.,Harrison Grant,University of Texas,Big 12,73,210,R,R,Northwestern University,Big 10,Northwestern University_AT_University of Texas_03/03/2018,2.7,,4,4,1,2,5,1,62.75,2,1,1,89,92,10,3,0,2,81,84,4,0,0,2,87,89,2,1,0,1,,,,,,,35,30,,,30,30,45,40,,,40,45,,,,,,714,530,18,2440,34
05/11/2018,Bargfeldt,Jeb,"Bargfeldt, Jeb",Y,4,29,855,Tigers,P,,Sr.,Zane Moran,University of Miami,Atlantic Coast Conference,72,175,L,L,Virginia Tech,Atlantic Coast Conference,University of Miami_AT_Virginia Tech_05/11/2018,7,107,3,2,0,3,8,3,66.4,1,2,0,82,86,21,4,0,1,67,73,4,1,0,0,72,76,4,1,0,0,76,81,16,5,0,1,30,35,,35,40,40,30,40,,40,45,45,4-Seam,Curveball,Changeup,Cutter,"As a pitcher who sits in the mid to low 80s, Bargfeldt live off of craftyness. He uses a high 3/4 slot with a smooth and repeatable arm action. He stands on the third base side of the rubber. His landing is slightly towards the first base side of the mound, though, causing him to have to throw a little bit across his body. His fastball sat in the mids 80s in the first inning, but settled around 83 mph the rest of the game. It has some natural arm side run, which compliments his high 70s/low 80s cutter. The cutter is probably his best pitch, as even though it does not usually have heavy break, it has late break. Bargfeldt used the pitch to generate swings and misses and ground balls. The changeup flashed average, but mostly lacked good fade or drop. It was better at the bottom of the zone or lower. He did not use the curve often, and when he did it was more of a show me pitch. He hung one early in the game that was hit hard for a homerun. He cannot afford to miss his spots with the curve. Bargfeldt did allow three walks, but in general showed good command and control. If he is going to be anyhting more than an organizational player, he will have to further develop the command.",2977,41,79,8400,40
04/19/2018,Finfrock,Cre,"Finfrock, Cre",Y,4,29,866,Blue Jays,P,,R-Jr.,Jamie Quolas,University of Central Florida,American Athletic Conference,73,197,R,R,University of South Florida,American Athletic Conference,University of Central Florida_AT_University of South Florida_04/20/2018,6,92,1,0,0,1,5,5,0.598,0,0,1,88,95,31,16,0,1,78,83,9,1,1,0,,,,,,,,,,,,,60,40,,,,40,65,45,,,,45,Two-Seam,Curve,,,"Cre Finfrock is a solid, proportionally built medium frame with limited room to add mass. He has a short and quick arm action that is very deceptive and difficult for hitters to time up. He gets good lower half drive and throws on a down hill plane. He showed a solid 2-pitch mix. With development of a third pitch, he could be in the back end of the rotation but most likely used in the bullpen. Cre projects as a high setup or low closer with a plus fastball and developing secondary pitch.",2337,5,38,538,40
05/04/2018,Perez,J.T.,"Perez, J.T.",Y,4,29,874,Twins,P,,Sr.,Andrew Stockmann,University of Cincinnati,American Athletic Conference,77,215,L,L,Wichita State University,American Athletic Conference,University of Cincinnati_AT_Wichita State University_05/04/2018,7,96,7,1,0,2,9,600.00%,57.2,1,5,1,78,85,32,3,2,4,67,71,1,0,0,0,72,76,6,0,1,1,73,76,3,1,2,1,30,35,40,30,,45,30,35,45,30,,45,4-Seam,Curveball,Slider,Changeup,,2618,6,109,4106,39
05/17/2018,Perez,J.T.,"Perez, J.T.",Y,4,29,874,Twins,P,,Sr.,Michael_Cuva,University of Cincinnati,American Athletic Conference,77,215,L,L,University of South Florida,American Athletic Conference,University of South Florida_AT_University of Cincinnati_05/17/2018,4.00,80,3,3,0,4,3,3,46.25,2,1,0,81,87,19,5,0,6,67,70,4,0,0,1,70,73,2,2,2,0,,,,,,,45,,45,45,,40,50,,55,45,,45,2-Seam,Slider,Changeup,,"This was my third time seeing JT, and it was the third time he was very erratic with his command. He has so many moving parts in his windup that I almost would prefer he throw exclusively from the stretch, where he might find better command/be able to maintain deception with the different arm angles he throws his pitches from. He throws his fastball from two different arm slots, with his more traiditonal arm slot yielding 85-87 MPH, and his borderline side arm version more in the lower 80s. He's got a great pitcher's frame, and I think he might have a little more in the tank. His stuff was inconsistent, and he was all over the plate with his arsenal. As a result, a good hitting USF team crushed several fastballs off of him. He didn't utilize his breaking ball often in his abbreviated start (I think the short start was by design due to the upcoming AAC tournament), but when he did it wasn't as crisp as the last few times I've seen him. I think at his peak, it will be his best pitch/one he throws majority of the time. There were two scouts there to watch him, and both told me their respective teams viewed J.T. as a reliever long term. I wrote a few months ago that I thought J.T. could be a solid reliever or LOOGY type, and I stick by that assessment.",2618,6,30,3946,44
04/22/2018,Herrin,Tim,"Herrin, Tim",Y,4,29,883,Indians,P,,Jr.,Kade_Enders,"Indiana University, Bloomington",Big 10,77,212,L,,The Ohio State University,Big 10,"Indiana University, Bloomington_AT_The Ohio State University_04/22/2018",4.33,83,2,4,0,3,9,3,62.7,2,0,0,84,91,22,3,1,4,74,78,5,0,0,0,77,80,7,2,2,0,76,81,6,1,1,0,45,40,45,40,,50,55,50,55,50,,55,2-Seam,Curveball,Slider,Changeup,,2130,60,17,3607,48
02/16/2018,Harlow,Colton,"Harlow, Colton",Y,4,30,906,Rockies,P,,Sr.,Steve Nagy,James Madison University,Colonial Athletic Association,70,160,L,R,High Point University,Big South Conference,James Madison University_at_High Point University,5.7,,5,0,0,1,6,3,70.9,3,2,0,86,92,14,8,1,6,75,79,5,1,2,0,79,81,7,1,4,1,80,82,1,0,0,0,50,55,50,50,,55,60,60,50,55,,60,,,,,,2401,94,78,,54
04/24/2018,Johnson,Tyler,"Johnson, Tyler",Y,4,30,907,Yankees,P,,Jr.,Maddy Craft,Gardner-Webb University,Big South,72,185,R,R,Appalachian State University,Sun Belt,Appalachian State University_AT_Gardner-Webb University_04/25/2018,1,18,0,0,1,1,1,0,39,0,0,0,88,95,3,1,0,1,80,86,1,1,,,73,79,1,1,,,,,,,,,70,55,55,,,50,75,60,60,,,55,4 seam,Curveball,Slider,,,2461,568,72,8718,48
02/23/2018,Cohen,Ty,"Cohen, Ty",Y,4,31,933,Cardinals,P,,Sr.,Jamie Quolas,Florida Institute of Technology,Sunshine State Conference,73,195,R,R,University of Tampa,Sunshine State Conference,Florida Institute of Technology_AT_University of Tampa,5,,7,6,4,0,3,2,69.5,3,4,0,80,85,30,5,0,5,70,75,13,4,0,1,76,78,2,2,0,0,,,,,,,30,40,,30,,50,35,45,,40,,55,,,,,,868,118,89,1145,42
02/15/2018,Pulido,Joey,"Pulido, Joey",Y,4,32,956,Blue Jays,P,,Sr.,Evan Escalante,University of Houston,American Athletic Conference,69,170,R,R,Holy Cross,Patriot League,College of the Holy Cross_AT_University of Houston,2.7,,3,1,0,0,0,1,67,0,1,2,87,90,11,5,1,4,80,82,3,0,1,0,76,82,3,1,0,0,,,,,,,45,40,45,50,,50,55,45,50,55,,55,,,,,,344,102,122,,44
03/19/2018,Pulido,Joey,"Pulido, Joey",Y,4,32,956,Blue Jays,P,,Sr.,Koby Farries,University of Houston,American Athletic Conference,69,160,R,R,Lamar,Southland,Lamar University_AT_University of Houston,1.7,,1,0,0,1,0,0,64.90%,0,0,1,85,89,3,0,0,0,76,80,12,9,5,0,,,,,,,,,,,,,35,45,,,,45,40,50,,,,55,,,,,,344,413,109,1962,43
02/23/2018,Janczak,Jared,"Janczak, Jared",Y,4,32,961,Angels,P,,RS Jr.,Caleb Watkins,Texas Christian University,Big 12,73,210,R,R,Long Beach State,DI,Long Beach State_at_Texas Christian University,6.33,,5,3,0,3,10,4,58,2,1,2,87,90,24,2,8,5,74,76,1,0,1,0,84,86,1,0,1,0,76,78,4,0,1,0,50,40,50,35,,40,55,45,55,40,,50,,,,,,2453,574,113,870,47
05/11/2018,Bergner,Austin,"Bergner, Austin",Y,4,32,969,Diamondbacks,P,,So.,Maddy Craft,University of North Carolina Chapel Hill,Atlantic Coast Conference,76,200,R,R,Duke University,Atlantic Coast Conference,"University Of North Carolina, Chapel Hill_AT_Duke University_05/12/2018",6.67,99,8,3,3,2,5,8,69.0,3,5,1,86,95,22,2,0,10,80,84,13,3,0,2,73,78,7,4,0,1,,,,,,,70,40,,50,,50,75,55,,70,,60,,Curveball,Changeup,,First inning struggled with command and getting strikes called. Was much better after the first inning. Quick arm action and a full wind up. Good pickoff move (picked a runner off). Confident despite an incredibly tough strike zone and a lack of defense behind him. Will be very successful once he develops his curveball more and gets more starts under his belt. An impressive pitcher as a sophomore.,2950,50,29,8768,42
04/14/2018,Heitler,Cory,"Heitler, Cory",Y,4,34,1009,Reds,P,,Jr.,Brad Favo,Ramapo College,New Jersey Athletic Conference,74,205,R,R,"Rutgers, The State Univ. of New Jersey, Camden",New Jersey Athletic Conference,"Rutgers, The State Univ. of New Jersey, Camden_AT_Ramapo College_04/14/2018",9,115,1,0,1,5,9,7,,0,1,0,80,89,19,5,0,1,72,78,11,2,0,0,77,79,3,1,0,0,72,75,0,0,0,0,45,35,,25,30,35,45,40,,30,35,40,,,,,,1907,324,81,8303,38
04/04/2018,Hess,Zack,"Hess, Zack",Y,4,34,1012,Braves,P,,So.,Justin Herbert,Louisiana State University,Southeastern Conference,78,216,R,R,Texas A&M,Southeastern Conference,Louisiana State University_AT_Texas A&M_04/05/2018,8,,4,0,1,3,5,14,61.4,0,3,1,89,96,35,4,2,3,76,78,3,1,0,1,80,82,3,1,0,0,,,,,,,50,45,,40,,40,65,60,,55,,55,,,,,,1870,1270,56,3681,44
03/09/2018,Ross,Austin,"Ross, Austin",Y,4,35,1037,Phillies,P,,Sr.,Matthew Rogers,Radford University,Big South Conference,73,181,R,R,Youngstown State University,Horizon League,Youngstown State University_AT_Radford University_03/09/2018,3,,4,2,0,0,3,1,76.6,0,1,3,88,92,15,5,4,4,69,73,3,0,1,0,85,87,8,3,1,1,,,,,,,45,40,50,,,45,50,40,55,,,50,,,,,,721,4,11,8214,45
03/30/2018,Rose,Jackson,"Rose, Jackson",Y,4,35,1047,Marlins,P,,Sr.,Tommy_Moran,"University of Minnesota, Twin Cities",Big 10,74,185,R,R,St. John's University,Big East,"St. John's University_AT_University of Minnesota, Twin Cities_03/30/2018",1.33,,3,1,0,0,0,2,54,1,1,1,89,92,11,2,0,2,70,72,1,1,0,0,78,81,4,2,0,0,,,,,,,50,40,45,,,45,60,45,55,,,55,,,,,,2679,94,30,8646,44
05/04/2018,Legumina,Casey,"Legumina, Casey",Y,4,35,1063,Indians,P,,So.,"McCann, Ruairi",Gonzaga University,West Coast,72,180,R,R,University of San Diego,West Coast,Gonzaga University_AT_University of San Diego_05/05/2018,3,41,2,0,0,0,3,0.00%,70.7,0,2,0,92,95,11,0,0,0,82,85,11,6,5,2,81,81,0,0,0,0,,,,,,,60,,40,30,,40,80,,60,50,,50,4-Seam,Slider,Changeup,,,2504,1262,72,4194,43
04/11/2018,Ayers,Cole,"Ayers, Cole",Y,4,36,1092,Astros,P,,Sr.,Michael_Cuva,West Clermont High School,OH,73,175,R,R,Milford High School,Eastern Cincinnati Conference,West Clermont High School_AT_Milford High School_04/11/2018,4,76,3,5,0,3,4,2,82,1,1,1,87,90,21,1,0,0,79,81,6,4,4,0,,,,,,,,,,,,,50,55,,35,,35,60,60,,45,,40,2-Seam,Curveball,,,,2170,63,37,8681,44
04/11/2018,Ayers,Cole,"Ayers, Cole",Y,4,36,1092,Astros,P,,Sr.,Michael_Cuva,West Clermont High School,OH,73,175,R,R,Milford High School,Eastern Cincinnati Conference,West Clermont High School_AT_Milford High School_04/11/2018,4,76,3,5,0,3,4,2,82,1,1,1,87,90,21,1,0,0,79,81,6,4,4,0,,,,,,,,,,,,,50,55,,35,,35,60,60,,45,,40,2-Seam,Curveball,,,,2170,63,37,8681,46
02/01/2018,McDonald,Ryan,"McDonald, Ryan",Y,4,37,1096,Giants,P,,So.,Jack Chavez,College of Southern Nevada,SWAC,79,220,R,R,Gateway Community College,ACCAC,College of Southern Nevada_at_Gateway Community College,5,,4,1,0,3,4,7,65.8,3,0,1,88,91,21,11,4,0,,,0,2,1,1,,,0,0,0,0,,,,,,,55,,45,45,,50,65,,60,55,,60,,,,,,34,1270,56,,44
05/11/2018,Abram,Ben,"Abram, Ben",Y,4,37,1101,Padres,P,,Sr.,Zachary_John,Team A,,80,250,R,R,Team B,,Team B_AT_Team A_05/10/2018,2,41,2,0,0,0,3,2,73.2,1,0,1,87,90,13,3,1,0,76,77,5,3,1,0,79,81,7,5,3,0,,,,,,,45,35,,40,,40,50,35,,50,,45,4-Seam,Curveball,Changeup,,,2951,1845,128,8763,41
05/17/2018,Meyer,Reggie,"Meyer, Reggie",Y,4,38,1139,Rangers,P,,RS-Jr.,Brian Chinni,"University of Minnesota, Twin Cities",Big Ten,76,210,R,L,Rutgers University,Big Ten,"University of Minnesota, Twin Cities_AT_Rutgers University_05/17/2018",8.00,93.00,3,0,1,1,6,12,,2,0,1,83,88,32,4,1,6,78,81,4,1,,,80,82,6,2,3,,,,,,,,45,,30,45,,50,55,,40,55,,55,4 Seam/2 Seam,Slider,Changeup,,"2 seamer had good movement, did not throw hard enough for his size, good control not great command but he kept hitters off balance all game, changeup was his go-to pitch",2113,94,27,8453,46
04/27/2018,Meyer,Reggie,"Meyer, Reggie",Y,4,38,1139,Rangers,P,,RS-Jr.,Charlie_Riggs,"University of Minnesota, Twin Cities",Big 10,76,210,R,L,The Ohio State University,Big 10,"University of Minnesota, Twin Cities_AT_The Ohio State University_04/27/2018",8,92,7,1,0,2,16,2,69.6,2,4,1,83,90,31,3,2,0,75,78,4,3,3,0,78,82,8,0,0,0,,,,,,,50,50,,45,,55,55,55,,50,,60,4-Seam,Curveball,Changeup,,,2113,1272,82,537,48
04/20/2018,Meyer,Reggie,"Meyer, Reggie",Y,4,38,1139,Rangers,P,,RS-Jr.,Tommy_Moran,"University of Minnesota, Twin Cities",Big 10,76,210,R,L,University of Iowa,Big 10,"University of Iowa_AT_University of Minnesota, Twin Cities_04/20/2018",6,103,5,3,0,1,6,7,65,3,1,1,88,92,35,7,0,4,76,83,6,2,,1,81,85,13,5,3,0,,,,,,,50,,40,45,,50,60,,50,55,,65,4-Seam,Slider,Changeup,,,2113,268,85,3497,47
03/30/2018,Meyer,Reggie,"Meyer, Reggie",Y,4,38,1139,Rangers,P,,RS-Jr.,Tommy_Moran,"University of Minnesota, Twin Cities",Big 10,76,210,R,R,St. John's University,Big East,"St. John's University_AT_University of Minnesota, Twin Cities_03/30/2018",5.33,,7,4,0,2,11,1,59,3,3,1,87,91,32,5,0,4,75,82,10,0,2,2,82,85,2,0,0,0,,,,,,,50,,50,40,,50,55,,60,50,,60,,,,,,2113,1508,1,8646,39
